10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,2,2,1,3,0,1,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,1,2,1,0,3,4,0,2,2,4,2,3,1,4,4,5,1,8,1,7,2,3,5,4,6
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,3,3,2,0,1,0,2,3,0,2,4,3,1,3,4,5,5,5,0,7,2,4,5,4,4,4,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,5,2,0,0,2,4,8,4,0,0,6,10,1,5,8,4,1,4,3,6,7,9,1,7,2,10,12,5,10,4,16
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,3,3,2,2,2,8,6,3,2,0,4,11,0,6,6,3,1,4,7,10,6,11,3,6,8,7,19,6,11,6,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,2,4,4,2,2,3,3,8,8,5,0,1,6,11,1,6,8,4,2,6,8,11,9,17,5,8,9,8,18,7,16,9,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,2,2,3,3,4,10,7,7,0,4,6,11,1,5,7,4,2,6,9,13,10,17,4,11,15,7,20,10,18,9,20
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,4,2,2,2,3,4,4,8,7,7,2,5,9,12,1,8,8,10,3,8,11,13,14,18,5,16,15,11,22,10,22,12,22
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,3,3,1,1,5,7,4,10,7,5,5,7,8,11,1,7,6,13,2,7,15,16,12,15,5,16,15,9,21,13,20,10,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,1,4,2,5,4,2,4,7,7,10,9,7,4,7,12,10,2,10,7,16,5,10,15,18,14,16,8,17,16,11,24,15,23,12,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,4,3,4,4,3,8,7,9,10,9,10,8,10,9,0,8,5,18,5,14,17,19,13,14,9,17,15,12,22,16,22,13,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,5,6,4,3,8,7,10,11,10,7,9,15,8,0,10,7,20,7,17,16,21,17,15,9,20,15,13,22,16,23,15,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,2,2,3,8,4,2,8,7,10,11,8,8,9,13,9,3,10,6,20,12,16,18,22,16,17,14,18,14,11,22,16,22,13,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,1,3,11,4,3,8,8,8,11,8,5,11,16,10,6,11,9,22,12,19,17,23,19,19,16,26,16,13,22,20,26,16,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,12,3,2,9,6,8,13,7,10,12,15,9,7,9,11,22,13,19,18,24,18,18,16,24,16,17,21,21,27,16,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,4,1,8,7,10,13,9,10,13,15,10,7,14,11,25,14,19,16,24,24,23,17,26,14,20,21,25,30,24,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,12,3,3,10,7,12,11,6,12,15,15,13,9,11,12,24,15,23,17,25,24,22,17,25,16,18,21,26,29,23,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,3,14,5,3,10,8,12,13,6,10,13,16,16,12,16,13,27,19,25,16,24,26,25,19,25,20,21,22,29,32,29,34
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,1,11,4,3,11,7,11,11,8,12,14,13,15,11,18,10,25,22,25,18,29,27,24,19,26,21,25,25,28,32,27,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,1,13,3,2,11,7,10,11,10,10,16,16,16,14,20,13,26,21,29,19,31,31,28,19,28,22,28,30,28,37,30,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,2,4,0,11,1,2,13,5,11,12,8,13,18,16,15,16,19,14,25,20,30,22,34,30,28,22,27,25,30,30,29,38,30,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,12,3,2,12,4,12,15,9,14,17,17,14,20,22,16,28,19,31,20,42,34,33,28,28,26,34,35,31,41,35,45
